"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1.34015510858562,1.19625796900878,1.18888857675475,1.34497992194133,1.18922463704232,1.18922463704232,1.18246598357667,1.18067940451019
"2",1.35681569240193,1.19131264379065,1.19081563270356,1.35299865367376,1.18705275967398,1.18705275967398,1.18705275967398,1.1884869643976
"3",1.3446265156335,1.19511019806175,1.18308782157538,1.34505053097585,1.18487619198132,1.18487619198132,1.18500059650619,1.19078001655112
"4",1.34539929654678,1.194143107434,1.17610838093315,1.35328047804233,1.18472658928231,1.18472658928231,1.1816992430507,1.20345107066393
"5",1.35148603351641,1.17457282277962,1.17431557646043,1.36035705511163,1.19319801695341,1.19319801695341,1.18801643969932,1.18862899623778
"6",1.36281599248753,1.191361505778,1.18957664190325,1.3647669198607,1.1911727637028,1.1911727637028,1.19093593297969,1.19719953061058
"7",1.33435931126516,1.1806529978669,1.18587091389955,1.34601849924108,1.18525492640624,1.18525492640624,1.18376813756352,1.17784067446652
"8",1.32905080372289,1.18091668434308,1.18006034194208,1.35344949305805,1.18076421618502,1.18076421618502,1.17628622450599,1.18989858863486
"9",1.34519218856639,1.17769483619387,1.18187093085046,1.35323792078489,1.20100691203479,1.20100691203479,1.19572904513419,1.18734864414846
"10",1.35251605192439,1.18540997034027,1.18841116914155,1.37123311202265,1.19945586231515,1.19945586231515,1.1947673363416,1.18850675206749
